MEAN_RR,pNN50,MEAN_REL_RR,LF,HF,sampen,y
714.8008667,1.533333333,-0.000216811,2141.244421,152.478973,2.142721231,0
792.2463529,0.266666667,-1.27E-05,884.3277854,15.65886583,2.175399118,0
854.3363245,1,-9.21E-05,870.3027963,49.24638463,1.827712306,1
797.7778075,0,-3.35E-05,342.789459,12.78698788,1.873651339,0
771.8306245,0,-3.51E-05,266.8541912,33.32743986,2.18553071,1
789.8233839,0.4,-6.67E-05,969.5012213,22.65073411,2.144435937,0
797.5565245,2.933333333,0.00053129,1129.321077,125.2596543,1.532765171,0
775.2157269,0,-1.69E-05,686.5032393,17.08294677,2.19284459,0
997.6272109,1.533333333,4.86E-05,1714.314973,15.15057959,2.222072439,1
817.3710611,0.066666667,-2.04E-05,1132.415835,42.98891241,2.186765786,0
787.196185,0,9.31E-05,586.212289,43.56341087,2.214257408,0
766.4249848,0,9.43E-06,405.1428904,19.45369571,2.139859825,1
1022.57853,1.533333333,0.000147936,1678.653512,9.535792709,2.225928828,1
787.2624685,0.8,-5.74E-05,1093.442013,32.88109448,2.190400682,1
1050.397293,2.6,-0.000524076,677.8191666,11.95703052,2.171654366,0
759.5248097,0,2.42E-06,421.5268091,18.05823415,2.185404121,1
930.8841579,0,1.64E-05,814.2774791,2.453544631,2.188716511,1
832.8546421,1.6,-0.000348928,1160.60408,73.08532828,2.029018183,0
766.5930198,1.066666667,-0.000588112,610.5708018,47.76653317,1.834579233,1
1098.972912,0.8,3.74E-05,981.3040011,0.464913239,2.174444008,1
875.1250105,1.6,-0.000255221,1004.722085,44.03901149,2.159647334,1
766.9481816,0.2,0.000160615,507.7924304,29.55704116,2.155576986,0
924.5860466,0.133333333,2.39E-05,547.9278335,3.93275187,2.205348212,1
697.732585,1,0.000141399,1931.79762,122.9004436,2.19284459,0
757.6748785,0,7.38E-05,537.4953584,24.28913451,2.129362699,0
793.2506518,0.133333333,-0.000104753,783.5411353,15.82063719,2.178945694,0
919.151936,1,-0.000121174,1317.682517,19.66004194,2.198247115,0
835.088832,0.6,-1.53E-05,1154.672262,43.86406905,2.168981433,1
878.580298,1.266666667,7.14E-07,2091.108978,28.45769117,2.186908393,1
729.6363105,0,-2.99E-05,337.1791191,42.40532609,2.126196154,0
988.1410855,1,-0.000121281,1578.497052,7.692607844,2.108100024,1
942.7002255,0.733333333,0.000180506,659.8244439,41.27095279,1.205735531,0
989.0857139,1.933333333,-3.39E-05,972.0300906,18.31017263,1.972633642,1
787.8219557,0,-6.67E-05,967.2619841,16.23859179,2.176378661,0
761.857954,0,-6.34E-05,429.6358192,19.08883965,2.17604159,1
904.4351936,0.333333333,-2.08E-07,827.9526222,16.95731674,2.200935256,1
791.4315016,0.266666667,3.58E-05,845.8478499,18.56464697,2.176849183,0
1075.408183,1.666666667,0.00013461,2055.574017,1.735214053,2.195150679,0
760.0252917,3.066666667,0.000107785,1793.175194,86.26941132,2.152142796,0
865.1936544,0,1.90E-05,686.2207844,9.13278011,2.13091228,1
720.5715426,2.4,-4.82E-05,2164.282863,154.1045435,2.177602479,0
811.0858941,0.866666667,-9.57E-06,825.9669458,48.47865253,2.070503178,1
886.3620064,0.4,2.17E-05,848.806773,13.86877796,2.208516916,1
790.6597343,0.4,1.55E-05,1008.010449,21.95562495,2.141281934,0
976.3979373,1.066666667,-4.48E-05,1368.591027,8.65341901,2.095395574,1
591.3144293,2.4,2.02E-05,1229.405533,354.611707,1.947288016,0
833.2517039,0.133333333,-0.000244021,528.9352272,11.83176188,2.055989115,0
664.6097691,0.2,-4.03E-05,460.5525235,35.10404184,1.921900067,0
750.9449224,1.666666667,0.000173399,1386.687164,132.5146184,1.859285772,1
727.9005589,0,-3.33E-05,336.0978947,45.82523144,2.12680777,0
1003.830864,0.4,6.79E-05,857.6429046,7.755681477,2.004576272,1
793.3845719,0.133333333,-0.000168119,645.1799269,32.13652984,2.147759905,0
778.2204374,3.733333333,8.86E-05,3098.154372,123.3677309,2.226777749,1
751.355356,0,-3.05E-06,483.9304319,18.44395409,2.178914253,0
734.0355307,0,7.13E-05,424.3865782,28.83811956,2.194847152,0
638.9433424,0,5.37E-05,251.3502791,35.99800595,1.246575347,0
927.9091593,0,-2.50E-07,439.0306088,3.924489422,2.188462543,0
962.9814396,0.6,-0.000251924,1251.208438,13.48206507,2.111231731,1
859.8321327,0.333333333,0.000232085,576.8445166,27.60665832,1.987665609,1
730.6784764,1.6,0.000572853,1036.803955,116.4734351,1.894978628,1
729.2982664,0,4.63E-05,286.5127056,44.07697738,2.138492575,0
863.7537734,0.533333333,-1.41E-05,718.9290925,25.6867288,2.152112187,0
803.2235466,0,0.000244812,639.9873261,20.24242257,2.063783582,1
1116.980646,2.533333333,-0.000109351,601.6266539,34.90449662,2.044715958,1
754.9361725,0.6,-0.000165193,1070.682572,37.92450429,2.069248614,0
778.3960585,3.933333333,6.79E-05,2968.842649,127.7068074,2.219318768,1
753.4700044,1.066666667,-7.35E-05,813.6975024,33.58394079,1.906931507,1
764.4850539,0.2,-3.70E-05,761.5988216,20.91209958,2.182828368,1
790.0511876,0.6,-0.000191635,1666.831852,21.67552504,2.090361522,1
758.9976901,1.866666667,-4.59E-05,2697.066267,120.1468627,2.224512817,1
835.4396925,0.2,-7.64E-05,522.669309,25.52573728,2.166432056,1
853.7002432,1.266666667,-7.46E-05,2039.76395,36.32644727,2.176018078,1
702.2897644,1.466666667,7.79E-05,1148.440595,122.5233253,1.94134509,0
876.495722,0.266666667,3.74E-05,705.9861048,9.512663027,2.123812931,0
731.7006072,0,7.97E-05,384.211226,22.67637974,2.097067167,0
894.7924191,1,2.70E-05,1562.877921,14.5645794,2.03996428,1
750.6346243,0.133333333,5.70E-05,536.9183168,99.60402389,2.210591706,1
988.446627,1.066666667,-0.00023416,1240.952689,7.842638951,2.068445956,1
890.1172275,2.133333333,0.000135816,1347.16955,34.35980769,2.109140394,1
713.5337655,1.333333333,5.55E-05,686.1178801,101.0137977,1.649241228,0
783.3665571,0,8.22E-05,327.8581589,17.2235905,2.197710352,1
768.3762039,0.466666667,-7.91E-05,520.8396718,47.49229834,2.164206671,0
804.0562951,0.066666667,-4.86E-05,549.5470946,65.29415176,2.18433667,1
652.5423967,1.466666667,-7.58E-05,793.6418769,113.2372447,1.781242584,0
859.472803,0.466666667,6.87E-05,716.2272119,32.23273328,2.169261638,0
729.8576815,0,-1.65E-05,587.7464707,45.38161516,2.044640358,0
992.0440795,2.333333333,-0.000167941,1122.994388,7.799422477,2.126047036,1
762.6472709,1.866666667,5.43E-05,2797.015896,114.294828,2.224282493,1
1088.015501,0.933333333,-6.51E-05,1133.567797,0.840246546,2.170593689,1
776.4654562,0.133333333,2.03E-05,625.5914372,36.28980002,2.173919868,0
870.2586935,0,2.30E-05,647.471722,8.429547245,2.052734439,0
841.9333421,0,0.000121807,531.3377521,23.57097652,2.021603202,0
705.4229488,0,1.28E-05,256.018568,46.69008916,2.125555104,0
923.5066165,0.6,0.000237055,985.312259,8.750206352,2.117147796,0
1024.195584,1,-2.32E-05,830.5372166,2.525187307,2.21567527,1
932.5577448,1.266666667,0.000212125,987.6887011,28.03441705,1.953210022,0
776.8199951,0.066666667,-3.04E-05,560.8863072,89.54538044,2.080019872,1
1051.267966,0.466666667,-0.000237567,751.5016309,1.476008705,2.08965676,1
901.8466448,0.733333333,-5.39E-05,823.4540118,17.73405854,2.178961415,1
1048.598293,0,7.46E-05,443.731681,0.653106483,2.027361899,1
840.7834979,0.266666667,-3.57E-06,561.7862679,30.57588803,2.190853985,1
730.1767777,0,6.11E-05,353.7167004,29.52243748,2.175312964,0
984.2213797,2.666666667,4.86E-05,2103.202797,10.44008768,2.167418392,1
815.7531352,0.066666667,5.28E-05,1464.937203,19.37664652,2.093510246,0
785.9192505,3.066666667,8.57E-05,1789.818426,82.61383502,2.152609705,0
900.0398569,0.6,8.48E-05,724.797932,19.94442276,2.159948073,1
1028.422001,3.4,0.000175944,2649.503803,3.566053058,2.173310022,0
1067.554715,0.733333333,-2.37E-05,1200.614064,0.895545422,2.188494285,1
921.8740693,1.2,0.000187718,1259.392994,33.70653902,2.097436597,0
905.3651509,0,1.67E-05,362.2170851,6.924565332,2.195654097,0
959.4869638,0,-7.47E-05,527.7153822,2.779055395,2.195502246,0
827.6863867,1.733333333,0.000106326,1150.112138,68.96714969,2.040087415,0
706.1833723,0.266666667,-5.67E-05,623.8952661,49.20391695,2.077566494,0
771.7295712,0.066666667,5.58E-05,399.2399896,33.64589368,2.092212088,1
756.9322991,0.266666667,0.000181826,511.528671,42.00922459,2.176386502,0
743.058567,0,3.83E-05,395.3641134,46.98330585,2.179614046,0
783.3682826,0,-0.000202992,712.3132127,17.17917122,2.10971966,1
806.0029167,0.133333333,-6.22E-05,780.9533265,32.61302051,1.690511468,1
1095.725014,0.666666667,0.000680198,309.6840755,2.92716783,2.180928463,1
804.479219,0.2,0.000126361,776.77435,23.03063797,2.188629202,0
1103.805661,3.066666667,0.000125613,2033.962827,1.499139404,2.158714847,1
1006.836439,2.333333333,5.43E-05,1891.784308,9.851584961,2.162210369,1
828.2783774,0.733333333,-1.90E-05,705.4625428,94.5919727,1.801460812,0
703.1522017,1.466666667,2.77E-05,1193.684295,118.2494343,1.953799763,0
618.1374517,1.2,0.000679082,701.4519049,59.35846832,1.319673287,0
929.1017501,1.266666667,-0.000157107,621.1435314,23.52570612,1.52232425,0
1001.649351,2.533333333,-0.000178314,2012.351393,9.226294994,2.109396989,1
933.419369,3.266666667,-0.000100469,2000.948622,9.909623406,1.959501764,1
784.9290235,0.2,7.06E-05,1071.169825,29.56275274,2.122668026,0
768.5960196,0,0.000155237,241.8551493,17.78210258,1.961080905,0
903.7274521,2,0.000137121,662.7558585,76.17376995,1.91762377,1
863.7660676,1.6,0.000120233,1005.422978,32.8874849,1.831003878,1
785.8086336,0.066666667,4.76E-05,1033.711929,23.57886285,2.142872856,0
937.3233799,1.533333333,3.64E-06,1623.796058,20.71148331,2.178285644,1
1135.915277,3.066666667,-0.000108145,1733.284655,1.550711773,2.043623748,1
685.9895644,1.933333333,0.000388169,736.6045628,153.1418809,1.560560922,0
675.0706032,0.933333333,0.000243159,755.455001,78.79471255,1.673473114,0
740.0583626,0,-0.000159664,402.5422128,46.1776336,2.216997158,0
855.8266587,1.533333333,-5.79E-05,1060.477416,40.95810005,1.840596599,1
941.5835076,2.466666667,-0.00013306,1064.355424,38.26842755,2.049096764,1
784.3551693,0.133333333,-9.79E-05,669.5567879,35.36555622,2.178246369,0
920.1204646,0.466666667,-2.15E-05,952.4591494,8.599231426,1.897223763,0
1118.389522,0.4,1.83E-05,948.8799216,0.330468895,2.182560113,1
971.5368434,0.2,-4.05E-05,617.5791448,2.559765368,2.122445145,0
947.187643,2.6,0.000238761,855.9743454,81.68133669,1.756363993,0
707.7156232,0,4.55E-06,454.1460934,25.92682703,2.001504194,0
634.1976366,0.666666667,-4.54E-05,1037.016585,68.94271316,2.006949411,1
711.2256215,1.333333333,-1.38E-05,2342.534156,135.661653,2.204267331,1
964.0782041,2.6,0.00050084,850.5759196,78.61332384,1.836469377,0
882.2512823,0,-2.85E-05,272.6807473,10.00504266,2.202575761,1
840.9433656,0.133333333,3.13E-05,1109.620443,10.78963785,2.191355245,1
877.3674163,1.933333333,8.47E-05,1069.031258,30.21992055,2.110974664,0
798.8981236,0,-0.000148037,325.8492426,12.30104866,1.895688943,0
888.850614,0.666666667,-0.000218921,756.2352694,8.011961924,2.064989221,1
765.0756681,0,7.35E-05,418.0871518,18.63990309,2.152525492,1
1100.829803,0.933333333,-0.000205153,1097.311954,2.4075253,2.043067798,1
972.7224477,0.4,1.24E-05,1103.503405,5.273696427,2.133920975,0
710.37427,1.2,0.000296206,809.7892912,137.9113909,2.075749899,0
1005.77773,1.866666667,7.42E-06,577.0374414,53.20983741,1.834868935,1
894.9461974,0.4,-1.88E-05,776.646161,18.59074375,2.207012146,1
832.5248426,0.2,5.54E-05,1188.474504,9.668192802,2.168180166,1
1207.046453,2.4,-3.16E-05,486.4929164,0.502591287,2.146351385,1
1223.311536,1.066666667,0.000110167,566.2229177,0.606522189,1.957572284,1
898.8452715,0.733333333,-6.51E-05,887.4974535,23.12129473,2.185103538,1
804.1001295,0.133333333,-0.000121153,790.1183307,33.94214494,1.682747722,1
688.6665059,0.266666667,-3.56E-05,288.6683406,20.61688238,0.801947996,0
787.5777885,3.533333333,1.92E-05,2959.67234,115.2103612,2.220965142,1
954.6487867,1.2,6.56E-05,1199.812109,5.801771516,2.175688963,0
982.721105,1.066666667,-0.000321118,788.0018816,5.77729433,2.215830216,1
549.1736775,1,-7.01E-06,715.9650505,268.6855106,1.55189092,1
834.593653,1.133333333,2.59E-05,676.4963275,37.36449926,1.666047091,1
878.4386772,0,3.03E-06,280.2688311,11.09934512,2.173567988,1
887.0012624,1.933333333,-0.000187141,1013.231474,29.93027883,2.113474684,0
871.8057302,1.866666667,1.81E-05,1424.279959,40.50404753,2.01336984,1
943.2467572,0.6,0.00020729,778.4573135,4.622907918,2.166812496,1
767.6167607,0,8.60E-05,412.5473443,25.46969139,2.142516573,1
730.666569,0,-7.20E-05,628.9632285,19.39375984,2.205114191,0
729.4072945,0,-4.20E-05,273.191324,37.72008706,2.177885111,0
723.1703974,1.8,-1.71E-05,2547.17141,137.1319573,2.205380495,0
1041.390644,0.8,-5.57E-05,990.2220436,9.865485547,2.142296802,1
1046.730114,1.333333333,0.000255699,552.4117873,21.51985548,2.029959092,1
966.5331748,0.4,0.000198911,856.9326596,9.933319496,2.156706405,1
920.5589699,2.733333333,-0.000185736,767.7673477,47.53538207,1.943131713,0
821.3524649,0,0.000106617,731.5891572,16.3437801,2.185981811,1
819.7227503,0,-5.23E-05,1304.893673,40.59891614,2.206971727,0
850.1488864,0.2,0.000130251,1465.320518,10.30049463,2.170695029,1
768.4977796,3.533333333,-7.16E-05,2978.902559,121.5448848,2.217699612,1
1092.582346,0.533333333,-9.41E-06,881.2718589,1.649661214,2.134484704,1
817.0028128,0,1.64E-05,298.9228294,9.799763325,1.726074174,0
1035.105033,1.333333333,0.000164043,1991.050945,4.489569544,2.120686129,0
728.7652818,0,2.86E-05,281.270549,44.81922592,2.137300589,0
953.8808881,0.2,4.54E-05,512.0766084,2.469249394,2.18529337,1
861.7454604,0.733333333,2.79E-05,763.9250015,53.76005003,2.057199306,0
903.4303961,0.733333333,1.52E-05,819.3423538,17.70009408,2.178796359,1
665.824775,0.2,7.65E-06,333.4630301,34.96221414,1.913492256,0
915.9874929,1.466666667,0.000214909,830.5145664,16.97885638,1.98680905,0
967.7459332,0.6,-9.01E-05,832.1075828,8.055576879,2.12686746,1
807.2294392,2.066666667,0.00019787,1317.955578,37.36150409,2.059784556,0
822.8386264,0,0.00019415,262.2211631,20.11919107,1.962111849,0
804.5718675,0.266666667,5.09E-05,1354.264241,57.74065841,2.19239835,0
831.6156107,0,-9.45E-05,845.4592769,11.9836558,2.184154922,1
813.3629218,0,2.29E-05,494.1557415,26.28678024,2.061537405,0
1025.69848,3.266666667,-5.71E-05,2579.472623,3.298755183,2.162086699,0
739.2657732,0,4.51E-05,383.8003511,49.04064122,2.18240235,0
760.9289644,0,-5.32E-05,711.8338788,18.82288121,2.136697594,1
1320.698265,1,-4.51E-05,134.6587329,4.283924269,1.175261384,0
759.934879,0,-6.79E-05,608.7783375,96.76575792,2.161908949,1
900.622468,0.133333333,6.89E-05,523.5939161,7.065454091,1.943367687,0
792.1333801,0.133333333,-0.000217228,878.5547192,33.67563704,1.669526487,1
879.408776,0,-5.98E-05,523.3667438,5.783343036,2.204751163,0
1107.308453,2.466666667,-0.000147574,712.3056056,17.8485332,2.130260714,1
589.3781189,2.466666667,-0.000321615,1165.476128,299.2002154,1.819058678,0
727.3117155,2.266666667,0.000117193,2466.652339,145.4890673,2.194807221,0
807.0230999,2.4,-0.000666327,766.8758481,44.17566531,1.648353046,0
833.7557996,0,0.000166164,903.5239175,13.90087033,2.184613307,1
715.9414029,0,8.27E-05,396.3943752,24.08243581,2.12653921,0
879.9648233,0.2,5.71E-05,932.536021,6.016458804,2.187883419,0
585.2173158,0.2,-0.00025257,206.8956727,21.06756122,1.757307124,0
729.4707354,0,-6.06E-06,312.0545149,42.13684051,2.119492949,0
791.2308203,0.733333333,-0.000229727,1064.596702,37.52065844,2.101443891,0
719.9825238,1.733333333,-4.87E-06,1371.079178,133.1265658,1.91113216,1
814.1725539,0,2.40E-05,430.1375241,28.6027316,2.183215098,0
747.4469371,0.133333333,-0.000173604,756.834782,46.81094215,1.912486126,1
879.1347493,2.666666667,3.77E-05,1667.528873,26.5953248,2.057526448,1
900.8732036,0.8,0.00031264,714.3790534,7.51214711,2.094781188,0
707.9589011,0.8,0.000212505,1880.414779,88.60290112,2.198407398,1
1014.314889,2.6,9.26E-05,2083.794154,6.129859593,2.207642903,0
771.1686692,0.6,1.53E-05,728.5860214,48.21664616,1.688146176,0
748.555211,0.666666667,0.0002497,595.8595768,76.87176838,1.998717176,0
907.6265923,0,-4.56E-05,375.0625636,6.59543483,1.989608562,0
777.3091096,0,4.18E-05,445.2799165,28.95976769,2.076977158,0
890.519878,0.133333333,9.35E-05,746.2996277,13.53334352,2.123047037,1
651.0126904,0.933333333,-0.000120363,888.2689283,62.26069819,2.113666119,0
879.2371712,0.133333333,-3.03E-06,687.51828,7.840267961,2.114041734,0
719.1927629,1.466666667,-0.00025303,2144.939437,100.6054951,2.199385683,1
775.6945317,0.066666667,-1.12E-05,567.3288719,92.53673076,2.067271293,1
940.2482583,0.6,7.94E-05,770.566371,6.859725095,2.171077094,1
707.272787,0,-4.87E-05,238.638954,44.98878864,2.12501128,0
698.3733604,0,-3.11E-06,615.2868773,28.73039524,2.086147544,0
760.2627376,0,-5.54E-05,393.2138847,25.99601328,2.121895584,1
693.7584046,0,5.69E-05,508.6953707,28.50620759,2.073879984,0
801.995686,0,5.76E-05,573.3543813,51.3072731,2.151026161,1
869.6838801,0.333333333,0.000125945,794.8583855,19.89552394,2.12388732,1
785.3677301,0,-7.54E-06,439.5760854,42.26816365,2.190981266,1
804.4574049,0.266666667,-5.48E-05,1243.73445,56.71624051,2.188772075,0
761.3730016,0.266666667,-1.71E-05,558.2085472,41.53555112,2.191021044,0
808.821997,0.866666667,1.09E-05,794.8994658,40.81167368,2.101902268,1
815.6607725,0,-0.000102973,908.2650269,22.32262976,2.147470425,1
900.8141244,2.8,-0.000348527,904.7876765,93.93017263,1.944865554,0
810.8020253,0.133333333,-1.96E-05,1393.243478,46.9216112,2.217732296,0
941.3119793,1.466666667,-0.000171044,1415.717422,19.54215523,2.17516417,1
887.2026948,0,-8.63E-07,445.9919802,9.48058177,2.119678132,0
809.4433727,0.4,-6.29E-05,1465.057298,51.50465271,2.172880225,0
696.7321243,1.066666667,4.59E-05,1878.204307,126.5730777,2.176566843,0
972.8138726,1.533333333,-0.000210246,1784.510701,9.717898212,2.18064497,1
767.3477432,0.2,3.25E-05,445.2715088,29.80679597,2.15663722,0
731.9483546,1.666666667,3.67E-05,2657.553505,122.1018722,2.19723792,1
758.2587433,0,-2.12E-05,280.9766949,33.82124308,2.154264776,1
721.7892308,1.733333333,7.55E-05,1437.578982,143.5867898,1.888044106,1
926.2420957,1.2,1.28E-05,635.9526196,10.00875542,1.624787494,0
711.9303114,0,-2.45E-05,456.8875939,25.15519713,2.010264031,0
891.257547,1.666666667,8.89E-05,2292.450061,34.11957052,2.190368879,1
766.5136769,3.066666667,7.19E-05,1824.274252,76.74007535,2.16780698,0
1038.544228,0.533333333,0.000154398,1403.35554,3.122634667,2.195877919,1
752.3031268,0.2,-5.38E-05,586.7860693,23.80520554,2.124423091,1
883.9684129,0.933333333,-4.51E-05,600.5440735,28.3769748,2.057081004,0
730.2253685,0.866666667,-7.75E-05,2339.119344,79.70823823,2.20189189,1
611.5892712,2.133333333,0.000219877,1530.56396,218.6874126,1.640229585,1
831.7534271,0,-7.13E-05,532.2997625,22.29392887,2.112804948,0
1033.452282,1.8,5.46E-05,1831.046771,3.433353082,2.202189517,1
743.439619,1.533333333,-8.51E-05,851.4667205,112.3688668,1.803283927,1
658.8727124,0.733333333,-4.29E-05,868.7144897,66.24974448,1.691780721,0
860.6710901,0,0.00018249,704.4859974,9.133469524,2.221457122,0
728.406454,0.133333333,-6.29E-05,472.3795148,52.43708284,1.502966606,0
752.3006805,0,-0.000131228,676.6280874,94.18784317,2.18021988,1
705.3296584,1.8,3.36E-05,1212.394415,129.7088143,1.955087108,0
973.0601292,3.066666667,-0.00014064,825.5145812,80.96915171,2.123619543,0
926.5856142,0.333333333,0.000125247,948.4155121,7.885884232,2.181022979,1
801.0304408,0,1.71E-05,295.6771974,13.61110925,1.91493393,0
850.7133131,0,2.45E-05,235.4267752,12.68105891,2.168351256,0
992.583025,1.333333333,3.20E-05,719.4702082,25.54316975,2.103526467,1
877.2353676,0.133333333,0.000137202,706.1206785,7.917401773,2.042601313,0
828.7393595,0.333333333,-3.71E-05,551.0319343,15.43631575,2.136313374,0
749.4666402,0.4,-0.000137713,1016.115023,24.8662671,2.158984485,0
1144.301549,0.266666667,-9.92E-05,925.5482438,0.321220017,2.216156496,1
705.6583473,2.066666667,-0.000144007,1270.993162,130.4903877,1.789706874,0
776.1038759,0.6,2.60E-05,814.5502669,33.90422457,2.079599882,1
792.4546663,0.333333333,1.58E-05,914.423211,26.25305734,2.16800133,0
1033.26814,1.133333333,-0.000216662,846.046917,3.696110568,2.223246692,1
940.1375939,1.066666667,8.04E-05,1128.467857,5.986298558,2.13868886,0
792.6908183,0,-0.000112235,742.6527069,21.23700341,2.145279194,1
857.1818668,0.466666667,-2.51E-05,730.3174719,32.62662201,2.157606242,0
696.9707124,0.866666667,7.30E-05,1932.931869,116.7446114,2.191036956,0
798.6838442,0,-1.12E-05,350.9750082,16.5918269,2.190376829,1
729.027154,0,0.000168209,363.2662195,30.44527782,1.938448618,0
803.1598533,0.6,-8.22E-05,1386.086328,51.8259235,2.161360443,0
872.6782272,0,-2.55E-05,264.6550917,14.66449255,2.072995827,1
780.7022186,0.6,-4.47E-06,1062.34457,23.72685417,2.161190545,0
842.404018,0.666666667,0.000252961,833.0495544,38.52708304,1.612792432,1
751.249934,0,-4.33E-05,407.0993634,28.40041275,2.183104588,0
732.3699806,1.066666667,0.000229751,2358.641583,99.04478016,2.215870995,1
778.5163471,0.466666667,2.34E-05,1413.567665,22.57831526,2.09428995,1
925.8123204,0.733333333,-8.19E-06,953.8739268,12.34982897,1.978875423,0
927.2566537,1.8,-0.000139259,1525.906246,23.81762929,2.17837991,1
903.9371853,4,0.000362438,1255.577323,91.59345233,1.881023123,0
789.8839968,0,-7.97E-06,566.2502579,13.50673491,2.180259233,0
718.0617123,0.066666667,-0.000185357,592.8087262,92.96229789,2.19086194,0
744.3545182,0,0.000101658,482.012349,38.14145672,2.206115216,0
964.1807552,1.2,-7.23E-05,1563.806591,13.83821233,2.126613803,1
976.9873041,0.2,9.93E-06,670.2491547,2.613998872,2.135026184,0
745.9130162,4,-0.000394278,1461.871846,227.4169611,2.131789194,1
1014.411862,0.733333333,6.76E-05,432.9648566,10.85322532,1.45999476,0
751.5285193,0,0.000176543,524.89003,24.72722933,2.127643753,0
866.1701512,0.2,-3.10E-05,840.2779483,5.483262376,2.203123194,0
841.3817678,2,-0.000327787,1187.893386,48.84934939,2.012857083,1
775.3375397,0.666666667,-4.96E-05,977.6795322,33.02716653,2.002518387,0
797.3098973,0.133333333,-2.73E-05,1001.329748,25.75571768,2.018411503,0
698.0722923,2.133333333,-9.78E-05,786.054893,227.7065315,2.078540014,0
810.2578022,0,-3.01E-05,465.3692116,32.69587167,2.161499473,0
699.2169267,1.066666667,9.74E-05,1933.973799,120.1915825,2.176778591,0
730.2406682,0,7.48E-05,363.5694441,31.55034187,1.931759465,0
786.2036912,0,4.87E-05,317.2574191,9.353645583,2.147432342,0
866.9569386,0.2,6.28E-05,701.2645794,5.516518943,2.20151395,0
883.7811166,0.666666667,-3.24E-05,895.4562158,14.48362099,2.119759623,1
945.6218675,0.466666667,-0.000245527,779.8321929,6.695974992,2.173919868,1
894.321136,2.066666667,-0.000183297,1090.431674,31.63467571,2.086498628,1
828.1248235,0.333333333,-6.36E-05,539.5982295,15.80648533,2.150636397,0
772.4305741,0.066666667,-9.15E-05,884.3246801,86.74945915,1.816681194,1
714.616154,0.933333333,1.24E-05,440.6520488,30.35933926,1.143085035,0
723.7868335,0,2.16E-05,654.5413563,67.34095661,2.105854468,0
758.7641921,1.866666667,-2.90E-05,2696.616052,110.7864162,2.222548543,1
959.051256,0.2,2.89E-06,512.9632165,2.640785762,2.160742768,1
734.1252034,3.066666667,-0.00019569,1608.906577,167.8426846,2.071420428,0
808.8868453,0.866666667,-4.56E-05,794.8660617,41.70346697,2.114284854,1
