E.Sample_D ,E.Aprox_D,E.Fuzzy_D,F.Corre_D,E.Shannon_D,F.DFA_D,y0,MEAN_RR,pNN50,MEAN_REL_RR,LF,HF,sampen,y1,Cluster
1.732565253,1.672666065,1.300319462,0.647657852,11.985888,0.691238328,1,925.6768888,0.733333333,5.12E-05,834.5685724,12.72913749,1.994949977,0,0
1.807597153,1.816339334,1.610519354,0.734999078,3.870660316,0.337443888,1,856.0275776,1.466666667,-6.72E-06,646.0488282,47.09973226,1.809153365,1,0
1.892445313,1.922723151,1.547151613,0.613639597,3.217748841,0.604350816,1,938.1048518,0.133333333,-2.51E-05,554.4792379,2.683660185,2.205622651,1,0
1.245109534,1.241209217,1.2606583,0.022257564,3.101838629,0.62027936,0,949.9758168,0.2,8.01E-05,670.7925644,1.245185444,2.130545254,1,0
1.921059192,1.232765458,1.249131097,0.68063258,10.522154,0.308935347,1,822.1515483,2.133333333,-9.42E-05,825.4140539,89.37312203,1.908165868,1,0
1.877028524,1.626508226,1.914884031,0.836058495,3.900033566,0.177038675,1,714.8008667,1.533333333,-0.000216811,2141.244421,152.478973,2.142721231,0,1
1.106364592,1.348972432,1.076835036,0.914180369,11.61531074,0.920479851,0,792.2463529,0.266666667,-1.27E-05,884.3277854,15.65886583,2.175399118,0,0
1.147331851,1.439361762,1.350894781,0.873181319,0.28467445,0.578811567,0,854.3363245,1,-9.21E-05,870.3027963,49.24638463,1.827712306,1,0
1.868028669,1.445572972,1.189418418,0.310961514,7.544038476,0.55161665,1,797.7778075,0,-3.35E-05,342.789459,12.78698788,1.873651339,0,0
1.893886317,1.26456692,1.135119371,0.505825073,2.287257766,0.386772213,1,771.8306245,0,-3.51E-05,266.8541912,33.32743986,2.18553071,1,0
1.408973134,1.188484584,1.970363169,0.322855052,6.853826059,0.354783811,0,789.8233839,0.4,-6.67E-05,969.5012213,22.65073411,2.144435937,0,0
1.740520361,1.908096756,1.388160549,0.850371183,3.56466017,0.440525719,1,797.5565245,2.933333333,0.00053129,1129.321077,125.2596543,1.532765171,0,0
1.579918682,1.593413643,1.566174463,0.263423351,1.049478392,0.109466668,0,775.2157269,0,-1.69E-05,686.5032393,17.08294677,2.19284459,0,0
1.844449279,1.727710036,1.512254514,0.111720005,0.304511671,0.838884945,1,997.6272109,1.533333333,4.86E-05,1714.314973,15.15057959,2.222072439,1,0
1.333238556,1.677241522,1.123155598,0.271502611,5.122098392,0.122802809,0,817.3710611,0.066666667,-2.04E-05,1132.415835,42.98891241,2.186765786,0,0
1.65190184,1.373381698,1.756327951,0.088723473,8.903927326,0.719122176,1,787.196185,0,9.31E-05,586.212289,43.56341087,2.214257408,0,0
1.807256958,1.637590536,1.430021172,0.689893044,6.662683163,0.423315077,1,766.4249848,0,9.43E-06,405.1428904,19.45369571,2.139859825,1,0
1.853807324,1.99373586,1.457269806,0.93319843,10.61367445,0.017097018,1,1022.57853,1.533333333,0.000147936,1678.653512,9.535792709,2.225928828,1,0
1.401543784,1.288082639,1.151290128,0.209834796,11.52004447,0.015932301,0,787.2624685,0.8,-5.74E-05,1093.442013,32.88109448,2.190400682,1,0
1.953827645,1.915222454,1.534211891,0.737950125,5.960784033,0.249290309,1,1050.397293,2.6,-0.000524076,677.8191666,11.95703052,2.171654366,0,0
1.997629175,1.179650466,1.141777208,0.200799205,8.593328027,0.819996545,1,759.5248097,0,2.42E-06,421.5268091,18.05823415,2.185404121,1,0
1.756606401,1.469177464,1.040292616,0.920540413,5.23360996,0.192525449,1,930.8841579,0,1.64E-05,814.2774791,2.453544631,2.188716511,1,0
1.93298875,1.165808554,1.080038725,0.495450398,11.05988753,0.538643653,1,832.8546421,1.6,-0.000348928,1160.60408,73.08532828,2.029018183,0,0
1.939748665,1.885511629,1.019358934,0.570071399,1.349066454,0.963140008,1,766.5930198,1.066666667,-0.000588112,610.5708018,47.76653317,1.834579233,1,0
1.13738281,1.305321104,1.358403486,0.241017905,0.098262936,0.239774806,0,1098.972912,0.8,3.74E-05,981.3040011,0.464913239,2.174444008,1,0
1.086214926,1.665307508,1.97427282,0.890752947,8.692496074,0.80553871,0,875.1250105,1.6,-0.000255221,1004.722085,44.03901149,2.159647334,1,0
1.731160093,1.96001218,1.640056102,0.805782198,11.38589363,0.125531363,1,766.9481816,0.2,0.000160615,507.7924304,29.55704116,2.155576986,0,0
1.592722084,1.842985499,1.416532325,0.749201327,3.205249509,0.57154303,0,924.5860466,0.133333333,2.39E-05,547.9278335,3.93275187,2.205348212,1,0
1.326924046,1.273453357,1.080593708,0.694744034,3.837171439,0.985387288,0,697.732585,1,0.000141399,1931.79762,122.9004436,2.19284459,0,1
1.279064912,1.459539109,1.439502195,0.890475414,10.54694246,0.900691485,0,757.6748785,0,7.38E-05,537.4953584,24.28913451,2.129362699,0,0
1.273169779,1.434204112,1.666061775,0.649308026,3.33944388,0.457565556,0,793.2506518,0.133333333,-0.000104753,783.5411353,15.82063719,2.178945694,0,0
1.209452549,1.810199555,1.431294471,0.741170988,9.356738594,0.46720837,0,919.151936,1,-0.000121174,1317.682517,19.66004194,2.198247115,0,0
1.004786444,1.259773092,1.28734646,0.188716284,1.055323518,0.624233728,0,835.088832,0.6,-1.53E-05,1154.672262,43.86406905,2.168981433,1,0
1.158221063,1.008883166,1.460494391,0.701301457,0.634242747,0.60142955,0,878.580298,1.266666667,7.14E-07,2091.108978,28.45769117,2.186908393,1,1
1.886338389,1.08232538,1.139557587,0.583048179,3.731121905,0.151720511,1,729.6363105,0,-2.99E-05,337.1791191,42.40532609,2.126196154,0,0
1.835165885,1.823779699,1.248526542,0.30730125,4.467913765,0.148155861,1,988.1410855,1,-0.000121281,1578.497052,7.692607844,2.108100024,1,0
1.012006569,1.820181744,1.166574417,0.405733556,9.567091022,0.284999715,0,942.7002255,0.733333333,0.000180506,659.8244439,41.27095279,1.205735531,0,0
1.524084522,1.71917853,1.298304334,0.961928027,7.894646766,0.819330693,0,989.0857139,1.933333333,-3.39E-05,972.0300906,18.31017263,1.972633642,1,0
1.262152616,1.908791263,1.760851333,0.232006784,0.391236655,0.987342647,0,787.8219557,0,-6.67E-05,967.2619841,16.23859179,2.176378661,0,0
1.314315041,1.225360258,1.177208062,0.288232417,0.227757145,0.654654297,0,761.857954,0,-6.34E-05,429.6358192,19.08883965,2.17604159,1,0
1.927665299,1.338501516,1.719785556,0.663687179,1.926493995,0.507937682,1,904.4351936,0.333333333,-2.08E-07,827.9526222,16.95731674,2.200935256,1,0
1.006267779,1.553521543,1.588558463,0.285141694,11.51995765,0.377663104,0,791.4315016,0.266666667,3.58E-05,845.8478499,18.56464697,2.176849183,0,0
1.250960423,1.763748269,1.184316714,0.205975002,4.091287104,0.987076314,0,1075.408183,1.666666667,0.00013461,2055.574017,1.735214053,2.195150679,0,0
1.832377989,1.616105037,1.12599322,0.947655804,5.136304086,0.312926227,1,760.0252917,3.066666667,0.000107785,1793.175194,86.26941132,2.152142796,0,1
1.136443248,1.766623946,1.430857684,0.316414966,6.65660105,0.566380277,0,865.1936544,0,1.90E-05,686.2207844,9.13278011,2.13091228,1,0
1.243037539,1.023155249,1.671417253,0.177017181,8.236505379,0.167044115,0,720.5715426,2.4,-4.82E-05,2164.282863,154.1045435,2.177602479,0,1
1.087357529,1.897101239,1.576608932,0.638793413,0.915220709,0.348932541,0,811.0858941,0.866666667,-9.57E-06,825.9669458,48.47865253,2.070503178,1,0
1.874402353,1.716776489,1.770503299,0.004843587,7.786614128,0.032642552,1,886.3620064,0.4,2.17E-05,848.806773,13.86877796,2.208516916,1,0
1.503574284,1.202606983,1.935701539,0.184453848,3.728397945,0.572448667,0,790.6597343,0.4,1.55E-05,1008.010449,21.95562495,2.141281934,0,0
1.216016814,1.236777934,1.577265903,0.182923133,2.513280604,0.292643281,0,976.3979373,1.066666667,-4.48E-05,1368.591027,8.65341901,2.095395574,1,0
1.415588471,1.006089732,1.865518664,0.63900586,3.691023465,0.701779416,0,591.3144293,2.4,2.02E-05,1229.405533,354.611707,1.947288016,0,1
1.186515103,1.439834188,1.263161341,0.047167282,4.287796201,0.326110198,0,833.2517039,0.133333333,-0.000244021,528.9352272,11.83176188,2.055989115,0,0
1.705629666,1.69383941,1.931013332,0.888239197,11.32499645,0.953288593,1,664.6097691,0.2,-4.03E-05,460.5525235,35.10404184,1.921900067,0,0
1.531828735,1.415620035,1.193847473,0.121012403,9.100990811,0.553697385,0,750.9449224,1.666666667,0.000173399,1386.687164,132.5146184,1.859285772,1,0
1.341101076,1.235350685,1.490988663,0.797147907,0.249710402,0.679354129,0,727.9005589,0,-3.33E-05,336.0978947,45.82523144,2.12680777,0,0
1.665932603,1.195748317,1.005418512,0.529909628,5.308428146,0.465453243,1,1003.830864,0.4,6.79E-05,857.6429046,7.755681477,2.004576272,1,0
1.008664074,1.600756309,1.243896713,0.054050969,2.063189803,0.987650718,0,793.3845719,0.133333333,-0.000168119,645.1799269,32.13652984,2.147759905,0,0
1.776920723,1.079014699,1.10091541,0.944743094,0.256471686,0.421401717,1,778.2204374,3.733333333,8.86E-05,3098.154372,123.3677309,2.226777749,1,1
1.884335081,1.743041604,1.077703453,0.683590446,2.77212793,0.89468632,1,751.355356,0,-3.05E-06,483.9304319,18.44395409,2.178914253,0,0
1.853951142,1.783285734,1.576115267,0.967263382,9.494854993,0.890593169,1,734.0355307,0,7.13E-05,424.3865782,28.83811956,2.194847152,0,0
1.35131248,1.187248894,1.913570002,0.163482743,2.650657375,0.445879587,0,638.9433424,0,5.37E-05,251.3502791,35.99800595,1.246575347,0,0
1.720009609,1.9999095,1.805058036,0.858987945,4.709351657,0.581350276,1,927.9091593,0,-2.50E-07,439.0306088,3.924489422,2.188462543,0,0
1.525250168,1.216388929,1.253075356,0.763783615,8.134539685,0.263306201,0,962.9814396,0.6,-0.000251924,1251.208438,13.48206507,2.111231731,1,0
1.612341827,1.929157983,1.075839647,0.963864075,9.737036776,0.753810898,1,859.8321327,0.333333333,0.000232085,576.8445166,27.60665832,1.987665609,1,0
1.946400035,1.684358676,1.772408982,0.218195512,6.882688542,0.935650812,1,730.6784764,1.6,0.000572853,1036.803955,116.4734351,1.894978628,1,0
1.80610368,1.157983687,1.90961093,0.666567984,8.696329975,0.115070769,1,729.2982664,0,4.63E-05,286.5127056,44.07697738,2.138492575,0,0
1.144336841,1.730310353,1.396298098,0.701075376,11.2343113,0.058416805,0,863.7537734,0.533333333,-1.41E-05,718.9290925,25.6867288,2.152112187,0,0
1.527051932,1.568646132,1.436023127,0.163394908,0.55701849,0.906734091,0,803.2235466,0,0.000244812,639.9873261,20.24242257,2.063783582,1,0
1.551591557,1.761116507,1.815232304,0.48472139,10.30601539,0.608148286,0,1116.980646,2.533333333,-0.000109351,601.6266539,34.90449662,2.044715958,1,0
1.125567328,1.482774398,1.027626537,0.434400088,0.252063358,0.368198632,0,754.9361725,0.6,-0.000165193,1070.682572,37.92450429,2.069248614,0,0
1.894400803,1.996474832,1.815106371,0.690131373,6.229594074,0.713111738,1,778.3960585,3.933333333,6.79E-05,2968.842649,127.7068074,2.219318768,1,1
1.662093415,1.15218901,1.868001666,0.998866512,10.71122046,0.235761755,1,753.4700044,1.066666667,-7.35E-05,813.6975024,33.58394079,1.906931507,1,0
1.200939576,1.768607036,1.190411583,0.33506502,8.462940761,0.409115163,0,764.4850539,0.2,-3.70E-05,761.5988216,20.91209958,2.182828368,1,0
1.338968635,1.430535017,1.965184376,0.930522031,4.746489411,0.453172247,0,790.0511876,0.6,-0.000191635,1666.831852,21.67552504,2.090361522,1,0
1.42517306,1.393528091,1.015050359,0.335856189,7.496723121,0.619253041,0,758.9976901,1.866666667,-4.59E-05,2697.066267,120.1468627,2.224512817,1,1
1.198168624,1.784450002,1.077175227,0.82312769,11.59525881,0.427945815,0,835.4396925,0.2,-7.64E-05,522.669309,25.52573728,2.166432056,1,0
1.063941199,1.90677243,1.618290139,0.845856586,3.884128884,0.508617551,0,853.7002432,1.266666667,-7.46E-05,2039.76395,36.32644727,2.176018078,1,1
1.802599014,1.030141267,1.621502133,0.78568385,5.050068756,0.149838595,1,702.2897644,1.466666667,7.79E-05,1148.440595,122.5233253,1.94134509,0,0
1.735271984,1.07732852,1.831296517,0.916613156,5.468223299,0.830413884,1,876.495722,0.266666667,3.74E-05,705.9861048,9.512663027,2.123812931,0,0
1.807678784,1.392977316,1.655644106,0.042712065,1.321812785,0.35317317,1,731.7006072,0,7.97E-05,384.211226,22.67637974,2.097067167,0,0
1.506392191,1.800206601,1.976723433,0.524737176,8.33012517,0.320821496,0,894.7924191,1,2.70E-05,1562.877921,14.5645794,2.03996428,1,0
1.769396442,1.758998647,1.519663474,0.308450644,3.122904069,0.797895872,1,750.6346243,0.133333333,5.70E-05,536.9183168,99.60402389,2.210591706,1,0
1.338926164,1.35840637,1.167759955,0.257980731,6.757687587,0.959183164,0,988.446627,1.066666667,-0.00023416,1240.952689,7.842638951,2.068445956,1,0
1.969157115,1.123717748,1.559691507,0.912594118,6.520746006,0.961738302,1,890.1172275,2.133333333,0.000135816,1347.16955,34.35980769,2.109140394,1,0
1.33920435,1.377150642,1.299130086,0.716791779,10.99614515,0.635778005,0,713.5337655,1.333333333,5.55E-05,686.1178801,101.0137977,1.649241228,0,0
1.441318321,1.136539772,1.680141864,0.793376646,6.311821614,0.464217388,0,783.3665571,0,8.22E-05,327.8581589,17.2235905,2.197710352,1,0
1.207645133,1.736993639,1.712236225,0.17609735,1.470743583,0.385164551,0,768.3762039,0.466666667,-7.91E-05,520.8396718,47.49229834,2.164206671,0,0
1.081394667,1.591872065,1.274492124,0.023785674,3.522384173,0.665856037,0,804.0562951,0.066666667,-4.86E-05,549.5470946,65.29415176,2.18433667,1,0
1.02026814,1.700569079,1.539006809,0.68186419,1.477113938,0.487395143,0,652.5423967,1.466666667,-7.58E-05,793.6418769,113.2372447,1.781242584,0,0
1.781117432,1.275195564,1.209029496,0.730990317,8.872956081,0.045718457,1,859.472803,0.466666667,6.87E-05,716.2272119,32.23273328,2.169261638,0,0
1.355498088,1.612804239,1.720113714,0.774340248,2.597890181,0.817599362,0,729.8576815,0,-1.65E-05,587.7464707,45.38161516,2.044640358,0,0
1.510307887,1.243827064,1.777672134,0.96055642,6.950772606,0.536371109,0,992.0440795,2.333333333,-0.000167941,1122.994388,7.799422477,2.126047036,1,0
1.011736001,1.288682021,1.191728581,0.257994484,2.382359057,0.303389136,0,762.6472709,1.866666667,5.43E-05,2797.015896,114.294828,2.224282493,1,1
1.765790672,1.188699675,1.410487936,0.952532446,2.486951952,0.218545548,1,1088.015501,0.933333333,-6.51E-05,1133.567797,0.840246546,2.170593689,1,0
1.506500415,1.25012455,1.588956062,0.738375636,11.51242286,0.141931196,0,776.4654562,0.133333333,2.03E-05,625.5914372,36.28980002,2.173919868,0,0
1.348649857,1.666761657,1.729125911,0.395830693,10.88379936,0.380074978,0,870.2586935,0,2.30E-05,647.471722,8.429547245,2.052734439,0,0
1.088439748,1.803997568,1.74322794,0.841692254,6.054990973,0.477504676,0,841.9333421,0,0.000121807,531.3377521,23.57097652,2.021603202,0,0
1.214542269,1.381476789,1.712454362,0.69094436,3.249610999,0.66972495,0,705.4229488,0,1.28E-05,256.018568,46.69008916,2.125555104,0,0
1.684811747,1.132373964,1.482297984,0.312358388,8.586548561,0.448811474,1,923.5066165,0.6,0.000237055,985.312259,8.750206352,2.117147796,0,0
1.533041767,1.13526868,1.860861449,0.920212062,4.657944089,0.579861443,0,1024.195584,1,-2.32E-05,830.5372166,2.525187307,2.21567527,1,0
1.404509935,1.703473997,1.743043391,0.826216539,2.449591242,0.240665388,0,932.5577448,1.266666667,0.000212125,987.6887011,28.03441705,1.953210022,0,0
1.056167772,1.478018111,1.678593696,0.520273264,0.974798894,0.190030051,0,776.8199951,0.066666667,-3.04E-05,560.8863072,89.54538044,2.080019872,1,0
1.538770529,1.968574451,1.741643666,0.96746455,8.475897247,0.91675514,0,1051.267966,0.466666667,-0.000237567,751.5016309,1.476008705,2.08965676,1,0
1.82353323,1.235350614,1.111125794,0.815941446,8.845915836,0.034501949,1,901.8466448,0.733333333,-5.39E-05,823.4540118,17.73405854,2.178961415,1,0
1.747436584,1.27266348,1.356615913,0.415460952,2.435329341,0.3048383,1,1048.598293,0,7.46E-05,443.731681,0.653106483,2.027361899,1,0
1.473214488,1.409623352,1.050947074,0.036710865,11.81463634,0.316302839,0,840.7834979,0.266666667,-3.57E-06,561.7862679,30.57588803,2.190853985,1,0
1.317171436,1.834338518,1.376850653,0.857747317,6.119422858,0.289401252,0,730.1767777,0,6.11E-05,353.7167004,29.52243748,2.175312964,0,0
1.70338066,1.752490763,1.195946151,0.751383434,9.790743775,0.571358671,1,984.2213797,2.666666667,4.86E-05,2103.202797,10.44008768,2.167418392,1,0
1.582399048,1.210342492,1.901104879,0.626483152,11.18319935,0.2001997,0,815.7531352,0.066666667,5.28E-05,1464.937203,19.37664652,2.093510246,0,0
1.64322623,1.026462133,1.733724676,0.554774286,11.03138465,0.575278204,1,785.9192505,3.066666667,8.57E-05,1789.818426,82.61383502,2.152609705,0,1
1.640287845,1.244560739,1.078602782,0.845514432,2.523272486,0.235533755,1,900.0398569,0.6,8.48E-05,724.797932,19.94442276,2.159948073,1,0
1.918210001,1.833161388,1.519231553,0.996253364,4.598929675,0.702489096,1,1028.422001,3.4,0.000175944,2649.503803,3.566053058,2.173310022,0,1
1.472808213,1.883813338,1.299692409,0.558276623,11.07499114,0.914635234,0,1067.554715,0.733333333,-2.37E-05,1200.614064,0.895545422,2.188494285,1,0
1.184399744,1.145214246,1.745189287,0.954969044,5.459629025,0.254795709,0,921.8740693,1.2,0.000187718,1259.392994,33.70653902,2.097436597,0,0
1.33502734,1.091814722,1.705100057,0.495251081,8.800396824,0.21938013,0,905.3651509,0,1.67E-05,362.2170851,6.924565332,2.195654097,0,0
1.03521152,1.512362343,1.580730755,0.349347969,4.585403796,0.346609256,0,959.4869638,0,-7.47E-05,527.7153822,2.779055395,2.195502246,0,0
1.86355798,1.691325813,1.652905383,0.345035001,7.62890881,0.486467961,1,827.6863867,1.733333333,0.000106326,1150.112138,68.96714969,2.040087415,0,0
1.710723463,1.186418747,1.257817802,0.495144107,6.158691618,0.39729287,1,706.1833723,0.266666667,-5.67E-05,623.8952661,49.20391695,2.077566494,0,0
1.863379298,1.412035088,1.842581753,0.528680962,10.9090614,0.761087542,1,771.7295712,0.066666667,5.58E-05,399.2399896,33.64589368,2.092212088,1,0
1.873987141,1.360937296,1.485310281,0.871394219,8.690546034,0.398232599,1,756.9322991,0.266666667,0.000181826,511.528671,42.00922459,2.176386502,0,0
1.217983792,1.260697062,1.61884166,0.501626401,3.894399141,0.490751541,0,743.058567,0,3.83E-05,395.3641134,46.98330585,2.179614046,0,0
1.060689795,1.546558113,1.194373919,0.929818707,8.341610153,0.756451398,0,783.3682826,0,-0.000202992,712.3132127,17.17917122,2.10971966,1,0
1.505924032,1.488629435,1.311804722,0.536655064,7.232717784,0.607574874,0,806.0029167,0.133333333,-6.22E-05,780.9533265,32.61302051,1.690511468,1,0
1.517874291,1.449812225,1.112951625,0.032195869,6.796204119,0.188179432,0,1095.725014,0.666666667,0.000680198,309.6840755,2.92716783,2.180928463,1,0
1.786625596,1.289981328,1.942352052,0.412086837,2.884523935,0.186532296,1,804.479219,0.2,0.000126361,776.77435,23.03063797,2.188629202,0,0
1.057877351,1.7835765,1.480246731,0.639565511,7.745203062,0.19874528,0,1103.805661,3.066666667,0.000125613,2033.962827,1.499139404,2.158714847,1,0
1.104172263,1.232530456,1.021759595,0.914464267,7.290782934,0.349255566,0,1006.836439,2.333333333,5.43E-05,1891.784308,9.851584961,2.162210369,1,0
1.419931067,1.378951787,1.818676974,0.36428396,8.432113575,0.386586275,0,828.2783774,0.733333333,-1.90E-05,705.4625428,94.5919727,1.801460812,0,0
1.955373197,1.419291352,1.94244145,0.100115485,3.252986785,0.772420063,1,703.1522017,1.466666667,2.77E-05,1193.684295,118.2494343,1.953799763,0,0
1.872291034,1.356863123,1.325816136,0.724425358,8.665722549,0.70100631,1,618.1374517,1.2,0.000679082,701.4519049,59.35846832,1.319673287,0,0
1.955374988,1.662221824,1.034952309,0.478357924,6.368269069,0.505154626,1,929.1017501,1.266666667,-0.000157107,621.1435314,23.52570612,1.52232425,0,0
1.825993128,1.868807718,1.917798496,0.096383535,2.287729267,0.025514331,1,1001.649351,2.533333333,-0.000178314,2012.351393,9.226294994,2.109396989,1,0
1.33033772,1.762658536,1.958905058,0.093596338,3.110753152,0.731608799,0,933.419369,3.266666667,-0.000100469,2000.948622,9.909623406,1.959501764,1,0
1.139452041,1.424753915,1.008529787,0.419716863,11.99299125,0.059030778,0,784.9290235,0.2,7.06E-05,1071.169825,29.56275274,2.122668026,0,0
1.135347129,1.848874496,1.200445323,0.333668506,6.501856186,0.264091851,0,768.5960196,0,0.000155237,241.8551493,17.78210258,1.961080905,0,0
1.605173521,1.620289078,1.134616986,0.711943613,3.126017824,0.758987532,1,903.7274521,2,0.000137121,662.7558585,76.17376995,1.91762377,1,0
1.033628394,1.443854405,1.924528537,0.969814524,7.601237406,0.021444364,0,863.7660676,1.6,0.000120233,1005.422978,32.8874849,1.831003878,1,0
1.039739137,1.086292168,1.973602694,0.768188779,11.22918008,0.099281379,0,785.8086336,0.066666667,4.76E-05,1033.711929,23.57886285,2.142872856,0,0
1.323063995,1.260690738,1.979473558,0.052281738,3.266502308,0.57037286,0,937.3233799,1.533333333,3.64E-06,1623.796058,20.71148331,2.178285644,1,0
1.013984479,1.974745318,1.683282896,0.383388056,2.628588067,0.84632543,0,1135.915277,3.066666667,-0.000108145,1733.284655,1.550711773,2.043623748,1,0
1.386108668,1.542892375,1.109106702,0.00193145,3.374351889,0.063048106,0,685.9895644,1.933333333,0.000388169,736.6045628,153.1418809,1.560560922,0,0
1.749182116,1.758963976,1.66349035,0.076387953,4.384555906,0.145089313,1,675.0706032,0.933333333,0.000243159,755.455001,78.79471255,1.673473114,0,0
1.52220072,1.313149687,1.3122123,0.671006997,8.752698705,0.932522528,0,740.0583626,0,-0.000159664,402.5422128,46.1776336,2.216997158,0,0
1.713837107,1.751243353,1.638912417,0.301883468,5.194109413,0.263399961,1,855.8266587,1.533333333,-5.79E-05,1060.477416,40.95810005,1.840596599,1,0
1.767273337,1.320648383,1.125885051,0.348119672,9.001386436,0.093626256,1,941.5835076,2.466666667,-0.00013306,1064.355424,38.26842755,2.049096764,1,0
